Method,Year,Season,Planting_Date,Irrig_Crit_Source,Irrig_Crit,ETref,ETc,ETcadj,E,T,DP,K,Rain,Irrig,Gross_Irrig,Num_Irrig,Mean_Irrig,Veff_end
DSR,1990,135,1990-07-01,madDs,0.75,587.053,627.2,625.013,272.018,352.995,412.427,4.078,427.11,671.245,872.619,20,33.562,60.916
DSR,1990,135,1990-07-01,madDs,0.94,587.053,613.754,610.514,258.572,351.941,316.758,3.12,427.11,550.449,715.583,14,39.318,50.287
DSR,1990,135,1990-07-01,mad,0.06,587.053,613.172,584.14,257.989,326.15,179.766,1.668,427.11,369.023,479.73,41,9.001,32.228
DSR,1990,135,1990-07-15,madDs,0.47,572.535,612.013,610.78,267.297,343.483,522.543,5.293,403.248,809.804,1052.745,31,26.123,80.249
DSR,1990,135,1990-07-15,madDs,0.75,572.535,610.568,609.064,265.852,343.212,420.137,4.376,403.248,689.71,896.624,20,34.486,64.146
DSR,1990,135,1990-07-15,madDs,0.94,572.535,599.865,596.702,255.149,341.552,323.624,3.617,403.248,577.072,750.193,14,41.219,60.383
DSR,1990,135,1990-07-15,mad,0.06,572.535,580.26,556.239,235.544,320.695,168.024,1.858,403.248,366.045,475.858,40,9.151,45.418
DSR,1990,145,1990-05-15,madDs,0.47,816.744,858.746,852.525,450.18,402.345,581.694,4.892,477.48,1012.88,1316.744,38,26.655,56.924
DSR,1990,145,1990-05-15,madDs,0.94,816.744,788.602,780.952,380.036,400.916,376.613,2.845,477.48,745.05,968.564,20,37.252,65.748
DSR,1990,145,1990-05-15,madDs,0.75,816.744,811.628,804.94,403.062,401.879,579.098,4.747,477.48,968.245,1258.719,28,34.58,62.47
DSR,1990,145,1990-05-15,mad,0.06,816.744,811.7,776.421,403.134,373.287,124.396,0.873,477.48,458.694,596.302,32,14.334,36.14
DSR,1990,145,1990-06-01,madDs,0.75,743.281,753.055,747.005,361.222,385.783,524.824,4.529,487.76,840.762,1092.991,26,32.337,57.721
DSR,1990,145,1990-06-01,madDs,0.94,743.281,720.678,713.434,328.845,384.589,505.825,4.403,487.76,777.692,1011.0,20,38.885,47.221
DSR,1990,145,1990-06-01,madDs,0.47,743.281,758.376,753.175,366.544,386.631,558.857,4.517,487.76,890.857,1158.114,34,26.202,67.612
DSR,1990,145,1990-06-01,mad,0.06,743.281,733.339,701.275,341.506,359.769,173.684,1.31,487.76,425.072,552.593,38,11.186,38.9
DSR,1990,145,1990-06-15,madDs,0.47,663.428,689.413,686.962,308.793,378.169,600.212,5.172,488.82,859.712,1117.626,33,26.052,62.135
DSR,1990,145,1990-06-15,madDs,0.75,663.428,679.931,676.157,299.312,376.845,477.437,4.165,488.82,711.981,925.576,21,33.904,47.986
DSR,1990,145,1990-06-15,madDs,0.94,663.428,672.388,667.935,291.768,376.166,440.105,3.794,488.82,672.957,874.844,17,39.586,54.514
DSR,1990,145,1990-07-01,madDs,0.47,618.17,664.425,663.303,291.734,371.569,510.731,4.319,433.02,812.441,1056.174,32,25.389,71.427
DSR,1990,145,1990-06-15,mad,0.06,663.428,656.497,630.718,275.878,354.84,170.633,1.366,488.82,348.121,452.557,38,9.161,36.368
DSR,1990,145,1990-07-01,madDs,0.94,618.17,647.308,644.547,274.618,369.929,321.873,2.977,433.02,591.431,768.86,15,39.429,58.031
DSR,1990,145,1990-07-01,madDs,0.75,618.17,661.171,659.092,288.481,370.611,408.443,3.851,433.02,705.969,917.76,21,33.618,71.453
DSR,1990,145,1990-07-15,madDs,0.47,602.4,644.641,643.425,281.827,361.598,526.439,5.024,403.248,833.102,1083.032,32,26.034,66.874
DSR,1990,145,1990-07-15,madDs,0.75,602.4,643.601,642.107,280.786,361.321,425.573,4.159,403.248,726.074,943.897,21,34.575,62.031
DSR,1990,145,1990-07-01,mad,0.06,618.17,644.546,616.245,271.856,344.389,177.562,1.678,433.02,401.787,522.323,44,9.132,41.0
DSR,1990,145,1990-07-15,madDs,0.94,602.4,632.933,630.082,270.119,359.962,368.009,3.749,403.248,659.01,856.713,16,41.188,64.556
DSR,1991,120,1991-05-15,madDs,0.75,760.021,762.07,753.3,363.627,389.673,352.422,3.431,379.55,810.801,1054.041,24,33.783,85.84
DSR,1991,120,1991-05-15,madDs,0.94,760.021,725.932,714.615,327.489,387.126,313.8,3.063,379.55,733.341,953.344,19,38.597,85.684
DSR,1991,120,1991-05-15,madDs,0.47,760.021,791.152,785.103,392.709,392.394,457.1,4.462,379.55,925.6,1203.28,37,25.016,63.925
DSR,1990,145,1990-07-15,mad,0.06,602.4,607.887,582.286,245.073,337.213,168.273,1.764,403.248,387.39,503.607,42,9.224,40.468
DSR,1991,120,1991-06-01,madDs,0.75,696.749,688.943,682.064,320.056,362.007,323.641,3.325,358.8,689.725,896.643,21,32.844,43.645
DSR,1991,120,1991-06-01,madDs,0.94,696.749,679.468,671.402,310.581,360.82,317.22,3.139,358.8,680.158,884.206,19,35.798,51.162
DSR,1991,120,1991-06-01,madDs,0.47,696.749,721.574,716.619,352.688,363.931,381.492,3.603,358.8,785.525,1021.182,32,24.548,47.038
DSR,1991,120,1991-05-15,mad,0.06,760.021,765.213,700.174,366.77,333.405,198.85,1.984,379.55,604.103,785.334,42,14.383,85.84
DSR,1991,120,1991-06-15,madDs,0.75,669.76,665.695,662.086,298.353,363.732,333.136,3.609,358.8,692.243,899.916,21,32.964,56.452
DSR,1991,120,1991-06-15,madDs,0.47,669.76,687.195,684.354,319.853,364.5,348.189,3.665,358.8,724.178,941.431,30,24.139,51.065
DSR,1991,120,1991-06-01,mad,0.06,696.749,686.029,635.74,317.142,318.598,179.031,1.996,358.8,481.922,626.499,36,13.387,26.775
DSR,1991,120,1991-06-15,madDs,0.94,669.76,657.26,649.599,289.918,359.681,320.018,3.519,358.8,666.843,866.895,18,37.047,56.655
DSR,1991,120,1991-07-01,madDs,0.75,624.733,643.886,638.692,272.2,366.491,242.081,2.113,270.274,664.002,863.203,20,33.2,54.155
DSR,1991,120,1991-07-01,madDs,0.94,624.733,624.647,614.265,252.961,361.304,263.794,2.22,270.274,648.519,843.075,17,38.148,41.385
DSR,1991,120,1991-07-01,madDs,0.47,624.733,648.816,645.771,277.131,368.641,312.546,2.95,270.274,741.737,964.257,31,23.927,54.345
DSR,1991,120,1991-06-15,mad,0.06,669.76,663.917,614.578,296.575,318.002,177.407,1.992,358.8,456.551,593.517,36,12.682,23.997
DSR,1991,120,1991-07-15,madDs,0.47,581.351,623.076,621.229,262.786,358.444,294.164,2.755,271.935,712.774,926.606,31,22.993,69.879
DSR,1991,120,1991-07-15,madDs,0.75,581.351,617.124,612.566,256.834,355.733,287.051,2.865,271.935,675.931,878.71,21,32.187,48.812
DSR,1991,120,1991-07-15,madDs,0.94,581.351,594.657,587.81,234.367,353.443,244.967,2.497,271.935,617.93,803.309,16,38.621,57.652
DSR,1991,120,1991-07-01,mad,0.06,624.733,646.88,596.156,275.195,320.961,115.215,1.152,270.274,475.356,617.963,39,12.189,34.911
DSR,1991,135,1991-05-15,madDs,0.94,836.917,796.308,786.059,361.703,424.356,304.85,2.727,379.55,770.806,1002.048,20,38.54,60.426
DSR,1991,135,1991-05-15,madDs,0.75,836.917,839.298,830.155,404.693,425.461,334.682,3.016,379.55,837.089,1088.216,25,33.484,52.781
DSR,1991,135,1991-05-15,madDs,0.47,836.917,869.078,863.155,434.473,428.682,393.428,3.35,379.55,932.464,1212.203,38,24.539,56.409
DSR,1991,120,1991-07-15,mad,0.06,581.351,612.145,566.794,251.855,314.939,118.582,1.197,271.935,448.667,583.268,40,11.217,35.79
DSR,1991,135,1991-06-01,madDs,0.94,782.482,749.504,741.03,327.883,413.147,306.863,2.747,358.8,739.973,961.965,20,36.999,51.704
DSR,1991,135,1991-06-01,madDs,0.75,782.482,771.696,764.982,350.074,414.908,389.452,3.294,358.8,841.573,1094.045,25,33.663,46.763
DSR,1991,135,1991-06-01,madDs,0.47,782.482,804.975,800.554,383.353,417.2,377.788,3.164,358.8,865.081,1124.605,37,23.381,46.364
DSR,1991,135,1991-05-15,mad,0.06,836.917,831.982,766.644,397.377,369.266,186.653,1.75,379.55,603.171,784.122,42,14.361,30.402
DSR,1991,135,1991-06-15,madDs,0.75,741.479,742.565,736.029,324.751,411.278,340.044,3.374,358.8,760.763,988.992,23,33.077,44.12
DSR,1991,135,1991-06-15,madDs,0.94,741.479,727.857,718.462,310.043,408.419,326.727,3.288,358.8,742.927,965.806,20,37.146,57.168
DSR,1991,135,1991-06-15,madDs,0.47,741.479,779.607,776.062,361.793,414.269,361.126,3.407,358.8,838.832,1090.482,34,24.672,61.074
DSR,1991,135,1991-06-01,mad,0.06,782.482,780.391,722.489,358.769,363.72,173.656,1.753,358.8,563.649,732.744,44,12.81,27.128
DSR,1991,135,1991-07-01,madDs,0.47,681.18,717.146,714.382,312.71,401.672,342.865,2.99,274.84,851.044,1106.357,36,23.64,69.289
DSR,1991,135,1991-07-01,madDs,0.94,681.18,688.352,679.19,283.916,395.274,304.294,2.549,274.84,761.592,990.069,20,38.08,53.599
DSR,1991,135,1991-07-01,madDs,0.75,681.18,711.304,704.982,306.868,398.114,284.266,2.574,274.84,781.289,1015.676,24,32.554,67.533
DSR,1991,135,1991-06-15,mad,0.06,741.479,749.14,695.218,331.326,363.892,173.892,1.819,358.8,542.113,704.747,44,12.321,32.432
DSR,1991,135,1991-07-15,madDs,0.75,636.823,681.041,676.35,296.182,380.169,311.832,3.07,271.935,783.197,1018.156,24,32.633,67.512
DSR,1991,135,1991-07-15,madDs,0.47,636.823,684.154,682.137,299.295,382.841,319.078,2.836,271.935,796.333,1035.233,35,22.752,67.616
DSR,1991,135,1991-07-15,madDs,0.94,636.823,652.803,646.49,267.945,378.545,261.896,2.391,271.935,703.176,914.128,18,39.065,67.288
DSR,1991,135,1991-07-01,mad,0.06,681.18,709.774,657.172,305.338,351.834,116.56,1.046,274.84,533.734,693.854,45,11.861,35.493
DSR,1991,145,1991-05-15,madDs,0.75,892.492,885.936,875.649,419.718,455.932,359.106,2.993,379.55,895.015,1163.519,27,33.149,40.787
DSR,1991,145,1991-05-15,madDs,0.47,892.492,921.727,914.454,455.51,458.944,404.799,3.229,379.55,986.247,1282.121,40,24.656,47.522
DSR,1991,145,1991-05-15,madDs,0.94,892.492,852.605,842.435,386.387,456.048,332.713,2.752,379.55,849.499,1104.349,22,38.614,54.879
DSR,1991,135,1991-07-15,mad,0.06,636.823,669.315,624.055,284.456,339.599,120.529,1.1,271.935,507.654,659.951,47,10.801,35.569
DSR,1991,145,1991-06-01,madDs,0.75,825.858,829.503,821.97,370.777,451.192,395.911,3.206,358.8,917.414,1192.639,27,33.978,59.158
DSR,1991,145,1991-06-01,madDs,0.94,825.858,802.93,790.372,344.205,446.167,309.521,2.616,358.8,779.881,1013.845,21,37.137,39.611
DSR,1991,145,1991-06-01,madDs,0.47,825.858,862.67,858.672,403.945,454.727,392.333,3.087,358.8,945.914,1229.689,40,23.648,54.534
DSR,1991,145,1991-05-15,mad,0.06,892.492,878.059,808.91,411.841,397.069,184.978,1.643,379.55,640.876,833.139,47,13.636,27.516
DSR,1991,145,1991-06-15,madDs,0.94,779.803,774.204,763.596,329.765,433.831,324.566,3.081,365.95,785.963,1021.752,21,37.427,64.382
DSR,1991,145,1991-06-15,madDs,0.75,779.803,793.997,787.42,349.558,437.862,356.096,2.963,365.95,841.277,1093.66,25,33.651,64.341
DSR,1991,145,1991-06-15,madDs,0.47,779.803,823.092,819.646,378.653,440.993,373.111,3.294,365.95,890.338,1157.439,36,24.732,64.16
DSR,1991,145,1991-06-01,mad,0.06,825.858,836.448,770.857,377.723,393.134,171.175,1.648,358.8,608.659,791.257,48,12.68,26.252
DSR,1991,145,1991-07-01,madDs,0.47,714.523,754.686,751.666,330.885,420.781,356.779,2.778,274.84,902.314,1173.009,38,23.745,69.36
DSR,1991,145,1991-07-01,madDs,0.75,714.523,750.642,744.839,326.842,417.997,308.794,2.209,274.84,849.578,1104.451,26,32.676,71.437
DSR,1991,145,1991-07-01,madDs,0.94,714.523,735.912,727.329,312.112,415.217,312.386,2.238,274.84,835.637,1086.328,22,37.983,71.413
DSR,1991,145,1991-06-15,mad,0.06,779.803,793.549,737.929,349.11,388.819,174.559,1.791,365.95,586.495,762.443,49,11.969,40.587
DSR,1991,145,1991-07-15,madDs,0.75,670.489,712.497,708.083,313.372,394.712,317.105,2.935,271.935,810.32,1053.416,25,32.413,57.63
DSR,1991,145,1991-07-15,madDs,0.94,670.489,684.813,678.971,285.688,393.283,274.109,2.345,271.935,747.206,971.367,19,39.327,66.624
DSR,1991,145,1991-07-15,madDs,0.47,670.489,718.002,715.954,318.877,397.078,334.899,2.783,271.935,847.387,1101.603,37,22.902,69.032
DSR,1991,145,1991-07-01,mad,0.06,714.523,745.849,693.917,322.049,371.868,117.164,0.993,274.84,577.349,750.553,50,11.547,41.76
DSR,1992,120,1992-05-15,madDs,0.75,717.964,708.219,702.06,359.312,342.747,295.912,2.6,314.65,755.665,982.364,23,32.855,97.129
DSR,1992,120,1992-05-15,madDs,0.94,717.964,680.278,673.886,331.371,342.515,223.606,1.95,314.65,655.185,851.741,18,36.399,95.815
DSR,1992,120,1992-05-15,madDs,0.47,717.964,757.597,752.173,408.69,343.483,344.162,2.956,314.65,854.028,1110.237,34,25.118,94.772
DSR,1991,145,1991-07-15,mad,0.06,670.489,700.369,657.31,301.244,356.066,121.259,1.051,271.935,545.18,708.734,52,10.484,39.109
DSR,1992,120,1992-06-01,madDs,0.75,650.684,650.366,645.337,311.987,333.35,300.223,2.674,314.65,681.332,885.731,20,34.067,51.263
DSR,1992,120,1992-05-15,mad,0.06,717.964,733.656,690.029,384.749,305.28,76.551,0.65,314.65,524.273,681.555,34,15.42,74.61
DSR,1992,120,1992-06-01,madDs,0.47,650.684,681.297,674.455,342.917,331.538,370.363,3.419,314.65,771.841,1003.393,30,25.728,42.515
DSR,1992,120,1992-06-01,madDs,0.94,650.684,629.382,623.906,291.003,332.903,264.117,2.505,314.65,623.8,810.94,17,36.694,51.269
DSR,1992,120,1992-06-15,madDs,0.75,593.78,614.829,610.487,282.6,327.887,329.255,3.039,323.013,672.436,874.166,21,32.021,56.58
DSR,1992,120,1992-06-15,madDs,0.47,593.78,617.664,614.764,285.435,329.329,371.307,3.501,323.013,722.256,938.933,29,24.905,60.072
DSR,1992,120,1992-06-01,mad,0.06,650.684,661.264,622.508,322.885,299.624,83.954,0.72,314.65,417.856,543.212,33,12.662,26.885
DSR,1992,120,1992-06-15,madDs,0.94,593.78,599.32,589.994,267.091,322.903,307.234,3.118,323.013,614.027,798.235,17,36.119,40.686
DSR,1992,120,1992-07-01,madDs,0.47,551.32,574.999,573.089,244.85,328.239,350.631,3.277,297.55,677.698,881.008,26,26.065,52.011
DSR,1992,120,1992-07-01,madDs,0.75,551.32,574.942,572.963,244.793,328.17,304.357,3.025,297.55,643.938,837.119,20,32.197,64.65
DSR,1992,120,1992-07-01,madDs,0.94,551.32,556.717,550.358,226.568,323.79,231.228,2.086,297.55,522.78,679.613,14,37.341,39.226
DSR,1992,120,1992-06-15,mad,0.06,593.78,605.176,571.094,272.948,298.147,104.252,1.155,323.013,387.714,504.028,36,10.77,36.255
DSR,1992,120,1992-07-15,madDs,0.75,527.498,551.896,549.063,219.235,329.828,272.805,2.919,289.889,581.93,756.509,17,34.231,50.435
DSR,1992,120,1992-07-15,madDs,0.47,527.498,558.602,556.653,225.941,330.712,355.6,3.594,289.889,689.706,896.617,27,25.545,67.825
DSR,1992,120,1992-07-15,madDs,0.94,527.498,538.518,533.94,205.857,328.082,259.057,2.872,289.889,570.581,741.755,14,40.756,67.956
DSR,1992,120,1992-07-01,mad,0.06,551.32,565.457,530.938,235.308,295.63,112.347,1.126,297.55,374.321,486.618,39,9.598,29.067
DSR,1992,120,1992-07-15,mad,0.06,527.498,537.234,502.51,204.573,297.937,107.695,1.391,289.889,352.162,457.811,38,9.267,32.33
DSR,1992,135,1992-05-15,madDs,0.75,791.225,778.193,767.374,394.735,372.639,343.08,2.765,314.65,827.25,1075.425,26,31.817,32.395
DSR,1992,135,1992-05-15,madDs,0.47,791.225,830.729,825.201,447.271,377.93,404.024,3.233,314.65,967.15,1257.295,38,25.451,53.524
DSR,1992,135,1992-05-15,madDs,0.94,791.225,756.555,750.347,373.097,377.25,313.448,2.457,314.65,810.73,1053.949,22,36.851,62.533
DSR,1992,135,1992-06-01,madDs,0.47,722.613,752.701,748.499,371.448,377.051,392.134,3.218,323.013,872.876,1134.738,34,25.673,56.097
DSR,1992,135,1992-06-01,madDs,0.75,722.613,721.033,716.516,339.78,376.736,299.415,2.286,323.013,740.609,962.792,22,33.664,48.533
DSR,1992,135,1992-06-01,madDs,0.94,722.613,703.04,697.026,321.787,375.238,267.634,2.064,323.013,705.516,917.171,19,37.132,64.712
DSR,1992,135,1992-05-15,mad,0.06,791.225,801.776,754.748,418.318,336.429,79.811,0.612,314.65,550.404,715.526,38,14.484,31.444
DSR,1992,135,1992-06-15,madDs,0.75,665.833,686.304,681.407,309.329,372.078,314.065,2.468,323.15,714.271,928.553,23,31.055,42.823
DSR,1992,135,1992-06-15,madDs,0.94,665.833,663.158,656.858,286.183,370.675,321.511,2.787,323.15,700.479,910.623,19,36.867,46.135
DSR,1992,135,1992-06-15,madDs,0.47,665.833,690.481,687.502,313.506,373.996,411.889,3.458,323.15,834.576,1084.949,34,24.546,59.21
DSR,1992,135,1992-06-01,mad,0.06,722.613,738.034,693.876,356.781,337.095,104.686,0.878,323.013,508.188,660.644,43,11.818,33.48
DSR,1992,135,1992-07-01,madDs,0.47,609.407,647.964,646.575,277.989,368.586,372.624,3.39,297.55,787.724,1024.041,32,24.616,66.556
DSR,1992,135,1992-07-01,madDs,0.75,609.407,645.383,642.947,275.408,367.539,296.994,2.585,297.55,691.222,898.588,22,31.419,49.313
DSR,1992,135,1992-07-01,madDs,0.94,609.407,633.551,627.556,263.576,363.979,280.563,2.522,297.55,651.297,846.686,18,36.183,41.21
DSR,1992,135,1992-06-15,mad,0.06,665.833,675.657,636.043,298.681,337.362,106.74,0.914,323.15,450.32,585.416,44,10.235,31.561
DSR,1992,135,1992-07-15,madDs,0.75,570.881,606.628,603.771,253.436,350.335,291.357,2.572,298.919,678.148,881.593,20,33.907,82.578
DSR,1992,135,1992-07-15,madDs,0.47,570.881,611.435,609.519,258.242,351.277,373.821,3.473,298.919,761.09,989.418,31,24.551,77.25
